model_name,audio_name,cosine_sim,execution_time,model_transcription,correct_transcription
medium,00000015-AUDIO-2024-06-21-00-20-43.opus,1.0000000000000002,16.332560062408447, Me lembra de fazer o trabalho de aprendizado de máquina até o dia 23 de julho.,Me lembra de fazer o trabalho de aprendizado de máquina até o dia 23 de julho.
large,00000015-AUDIO-2024-06-21-00-20-43.opus,0.926772647037196,29.063570022583008, Me lembra de fazer o trabalho de aprendizagem de máquina até o dia 23 de julho.,Me lembra de fazer o trabalho de aprendizado de máquina até o dia 23 de julho.
tiny,4.m4a,0.07244081925041987,0.8549351692199707, Ahora voy a hacer y a su presión arterial o si stock.,Agora vou aferir a sua pressão arterial sistólica.
base,4.m4a,0.40298220897396103,1.4533429145812988, Agora eu vou aferir a sobressão arterial systolque.,Agora vou aferir a sua pressão arterial sistólica.
small,4.m4a,0.6735205045780811,4.114583969116211, Agora eu vou aferir a sua pressão arterial-cystólica.,Agora vou aferir a sua pressão arterial sistólica.
medium,4.m4a,0.8831282039194523,15.73517107963562, Agora eu vou aferir a sua pressão arterial sistólica.,Agora vou aferir a sua pressão arterial sistólica.
large,4.m4a,0.8831282039194523,27.128230810165405, Agora eu vou aferir a sua pressão arterial sistólica.,Agora vou aferir a sua pressão arterial sistólica.
tiny,00000004-AUDIO-2024-06-21-00-18-02.opus,0.8466473536503034,0.7175118923187256, E mostra a minha lista de tarefas.,Me mostra minha lista de tarefas.
base,00000004-AUDIO-2024-06-21-00-18-02.opus,0.8466473536503034,1.343790054321289, E mostra minha lista de tarefas.,Me mostra minha lista de tarefas.
small,00000004-AUDIO-2024-06-21-00-18-02.opus,0.8466473536503034,3.668874979019165, e mostra minha lista de tarefas.,Me mostra minha lista de tarefas.
medium,00000004-AUDIO-2024-06-21-00-18-02.opus,0.8466473536503034,14.69871711730957, e mostra minha lista de tarefas.,Me mostra minha lista de tarefas.
large,00000004-AUDIO-2024-06-21-00-18-02.opus,0.8466473536503034,25.80404496192932, E mostra minha lista de tarefas.,Me mostra minha lista de tarefas.
tiny,5.m4a,0.6498878806507875,0.8106687068939209, Me lembra de fazer meu diário de campo as luz horas a manhã.,Me lembra de fazer meu diário de campo às duas horas amanhã.
base,5.m4a,0.5922486215716684,1.4578289985656738, Me lembra de fazer meu dia de campo às 2h a manhã.,Me lembra de fazer meu diário de campo às duas horas amanhã.
small,5.m4a,0.8680942667801238,3.9801011085510254, Me lembra de fazer meu dia de campo às duas horas amanhã.,Me lembra de fazer meu diário de campo às duas horas amanhã.
medium,5.m4a,0.7523197619890015,15.615684747695923, Me lembre de fazer meu dia de campo às duas horas amanhã.,Me lembra de fazer meu diário de campo às duas horas amanhã.
large,5.m4a,0.7096597996236949,28.05884075164795, Me lembra de fazer meu dia de campo às duas horas da manhã.,Me lembra de fazer meu diário de campo às duas horas amanhã.
